,CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,cluster
8684,18921,1929.5550230000001,1.0,621.11,621.11,0.0,6691.286753,0.333333,0.333333,0.0,0.666667,29,5,6000.0,2406.9059629999997,549.02708,0.0,12,Target
8813,19053,3335.053583,0.7,0.0,0.0,0.0,5823.467109,0.0,0.0,0.0,0.3,3,0,7000.0,931.371718,1006.9833140000001,0.0,10,Target
8857,19098,2330.222764,1.0,1320.0,0.0,1320.0,14926.79059,0.428571,0.0,0.28571399999999997,0.571429,10,3,10000.0,8157.666434000001,283.362434,0.2,7,Target
8941,19182,5967.47527,0.833333,214.55,0.0,214.55,8555.409326,0.833333,0.0,0.666667,0.666667,13,5,9000.0,966.202912,861.949906,0.0,6,Target
9,10010,152.225975,0.545455,1281.6,1281.6,0.0,0.0,0.166667,0.166667,0.0,0.0,0,3,11000.0,1164.770591,100.302262,0.0,12,Target
18,10019,1989.0722280000002,1.0,504.35,166.0,338.35,0.0,0.666667,0.083333,0.583333,0.0,0,9,13000.0,1720.837373,744.613395,0.0,12,Target
76,10080,1727.6384489999998,1.0,606.11,606.11,0.0,0.0,1.0,1.0,0.0,0.0,0,17,11000.0,2959.920544,623.6569929999999,0.0,12,Target
82,10086,3.78631,0.636364,133.05,28.2,104.85,0.0,0.416667,0.166667,0.25,0.0,0,5,12000.0,210.053432,99.533735,0.44444399999999995,12,Target
85,10089,134.917202,1.0,1247.8,1247.8,0.0,0.0,1.0,1.0,0.0,0.0,0,22,16500.0,1275.2294359999999,171.35718899999998,1.0,12,Target
129,10135,69.40554499999999,0.090909,0.0,0.0,0.0,2799.714934,0.0,0.0,0.0,0.083333,3,0,13000.0,0.0,312.343947,0.0,12,Target
136,10142,2494.868559,1.0,5491.79,1390.5,4101.29,0.0,1.0,0.5,1.0,0.0,0,52,17000.0,1015.3119529999999,615.92402,0.0,12,Target
149,10155,906.573724,1.0,1039.2,80.0,959.2,103.102091,0.833333,0.083333,0.833333,0.083333,1,11,13500.0,1855.2354070000001,468.19673200000005,0.083333,12,Target
155,10161,119.76090400000001,0.363636,1859.34,0.0,1859.34,0.0,0.333333,0.0,0.25,0.0,0,4,20000.0,3104.275623,288.90362799999997,0.25,12,Target
167,10173,595.677343,1.0,5078.14,4330.53,747.61,1424.4426019999999,0.916667,0.666667,0.75,0.083333,1,42,15000.0,4756.654374000001,241.894073,0.916667,12,Target
172,10178,23.111088,0.363636,300.0,0.0,300.0,0.0,0.25,0.0,0.166667,0.0,0,3,12500.0,291.948834,43.452683,0.181818,12,Target
178,10184,336.799916,1.0,3535.8,1614.7,1921.1,0.0,1.0,0.416667,0.916667,0.0,0,44,20000.0,2814.2312269999998,186.230835,1.0,12,Target
183,10189,5.465999,0.090909,196.81,173.0,23.81,0.0,0.083333,0.083333,0.083333,0.0,0,3,12000.0,0.0,312.343947,0.0,12,Target
197,10204,130.25153799999998,0.909091,1343.19,1082.79,260.4,0.0,1.0,1.0,0.583333,0.0,0,33,15000.0,1043.5592900000001,182.429461,0.545455,12,Target
200,10207,43.103899,0.454545,370.0,370.0,0.0,0.0,0.166667,0.166667,0.0,0.0,0,2,23000.0,1212.0542189999999,68.725483,0.0,12,Target
217,10226,7.56809,0.545455,144.26,67.08,77.18,0.0,0.333333,0.083333,0.166667,0.0,0,7,11500.0,134.710832,75.515008,0.11111099999999999,12,Target
237,10246,3421.571922,1.0,126.69,42.88,83.81,154.341344,0.333333,0.083333,0.25,0.083333,1,5,10500.0,2515.4357379999997,975.5040119999999,0.0,12,Target
246,10255,435.862142,1.0,1646.16,1023.42,622.74,0.0,1.0,0.583333,0.75,0.0,0,33,12000.0,1055.835407,236.61936200000002,0.0,12,Target
253,10262,185.640313,1.0,1703.23,1703.23,0.0,0.0,1.0,1.0,0.0,0.0,0,13,11500.0,1449.039414,183.29825300000002,1.0,12,Target
257,10267,1049.4964710000002,1.0,1322.67,1096.71,225.96,774.260436,0.833333,0.75,0.416667,0.25,6,28,11000.0,802.3854299999999,229.65509100000003,0.0,12,Target
272,10283,156.278339,1.0,1385.1,1005.1,380.0,0.0,1.0,0.5,0.75,0.0,0,21,14000.0,1280.473571,193.36994199999998,0.833333,12,Target
278,10289,1473.495809,1.0,414.0,0.0,414.0,0.0,0.75,0.0,0.666667,0.0,0,9,10500.0,5863.94034,570.250342,0.5,12,Target
310,10321,53.208422,1.0,498.17,459.02,39.15,0.0,0.916667,0.916667,0.083333,0.0,0,14,15000.0,611.606459,162.94308,0.909091,12,Target
333,10344,361.319366,1.0,3095.96,1383.56,1712.4,0.0,1.0,0.916667,0.833333,0.0,0,32,14000.0,4003.782858,197.186568,0.583333,12,Target
339,10350,3355.631092,1.0,242.88,0.0,242.88,0.0,1.0,0.0,1.0,0.0,0,12,13500.0,6084.115091,890.6391179999999,0.090909,12,Target
350,10361,4211.539631000001,1.0,0.0,0.0,0.0,455.581546,0.0,0.0,0.0,0.083333,1,0,10500.0,1288.287239,1164.178674,0.0,12,Target
351,10362,1732.7152579999997,1.0,3244.16,2480.85,763.31,0.0,1.0,0.666667,0.5,0.0,0,29,11500.0,5674.185857,563.827502,0.0,12,Target
356,10368,99.95508199999999,1.0,1222.97,202.97,1020.0,0.0,1.0,0.25,1.0,0.0,0,16,19500.0,1142.077891,185.657751,1.0,12,Target
362,10374,85.285023,0.75,423.24,287.0,136.24,0.0,0.625,0.375,0.375,0.0,0,9,11000.0,296.01675,134.448872,0.0,8,Target
370,10382,426.372628,1.0,5749.96,5439.96,310.0,0.0,1.0,1.0,0.25,0.0,0,50,12000.0,5711.540654,202.73209,0.833333,12,Target
403,10417,140.730723,1.0,1667.13,1063.14,603.99,0.0,1.0,0.916667,0.833333,0.0,0,38,13000.0,1669.260634,208.701639,0.25,12,Target
409,10424,154.641707,0.363636,1897.92,97.92,1800.0,0.0,0.25,0.166667,0.166667,0.0,0,5,13500.0,5563.437084,248.700571,1.0,12,Target
447,10463,51.818382,0.454545,903.36,903.36,0.0,0.0,0.25,0.25,0.0,0.0,0,6,15000.0,538.841222,41.302445,0.0,12,Target
475,10494,3430.9815320000002,1.0,378.04,0.0,378.04,0.0,0.166667,0.0,0.166667,0.0,0,4,11300.0,4315.936534,4483.503862,0.0,12,Target
477,10497,150.952465,0.727273,6407.67,3725.33,2682.34,0.0,1.0,0.666667,1.0,0.0,0,44,14500.0,3484.429075,108.937025,0.3,12,Target
484,10506,285.813075,1.0,3220.09,2941.39,278.7,0.0,1.0,1.0,0.416667,0.0,0,24,15000.0,826.764555,212.075152,1.0,12,Target
489,10511,155.644239,0.727273,1626.83,828.85,797.98,0.0,0.75,0.75,0.166667,0.0,0,17,13000.0,1924.101393,123.522314,0.571429,12,Target
502,10524,80.06269300000001,1.0,727.27,727.27,0.0,0.0,0.583333,0.583333,0.0,0.0,0,11,20000.0,822.928249,206.656437,0.916667,12,Target
514,10537,1191.584153,1.0,4238.79,2220.39,2018.4,0.0,1.0,0.5,1.0,0.0,0,33,10500.0,3528.7285920000004,287.51534399999997,0.083333,12,Target
518,10542,43.42718,1.0,569.34,0.0,569.34,0.0,1.0,0.0,1.0,0.0,0,19,16500.0,758.4218559999999,163.044353,1.0,12,Target
535,10559,71.046063,0.181818,1023.8,1023.8,0.0,0.0,0.083333,0.083333,0.0,0.0,0,2,20000.0,5872.8951640000005,116.06300300000001,0.0,12,Target
536,10560,3366.051663,1.0,6344.3,4438.8,1905.5,0.0,1.0,0.833333,0.666667,0.0,0,54,12000.0,2890.901993,694.340138,0.083333,12,Target
546,10570,531.4556190000001,1.0,6300.4,6300.4,0.0,0.0,0.833333,0.833333,0.0,0.0,0,21,16500.0,4924.941312,182.288774,1.0,12,Target
548,10572,492.070146,0.8,4924.41,4924.41,0.0,0.0,0.8,0.8,0.0,0.0,0,48,10500.0,3430.597877,149.408227,1.0,10,Target
566,10590,28.934196999999998,0.909091,258.74,258.74,0.0,0.0,0.666667,0.666667,0.0,0.0,0,16,12000.0,502.486404,105.034384,1.0,12,Target
568,10592,23.290641,0.727273,293.99,194.99,99.0,0.0,0.5,0.25,0.166667,0.0,0,6,12500.0,287.796655,93.027601,0.333333,12,Target
573,10597,11.890862,0.090909,165.0,165.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,15000.0,0.0,312.343947,0.0,12,Target
581,10605,313.387813,1.0,3608.88,2124.75,1484.13,0.0,1.0,0.75,0.75,0.0,0,37,15000.0,2419.651857,182.52774499999998,1.0,12,Target
632,10657,79.554406,0.636364,472.71,472.71,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,16000.0,563.830183,108.579632,0.0,12,Target
642,10668,306.877248,1.0,3877.85,2183.56,1694.29,0.0,0.916667,0.666667,0.75,0.0,0,29,12500.0,3639.443058,205.02498300000002,1.0,12,Target
644,10670,1759.9698879999999,1.0,5969.33,3755.24,2214.09,1777.022586,1.0,1.0,1.0,0.25,4,92,16500.0,7272.999505,445.13136399999996,0.25,12,Target
653,10679,61.644247,0.363636,490.6,0.0,490.6,0.0,0.272727,0.0,0.272727,0.0,0,3,18000.0,1197.347043,131.19619,1.0,11,Target
662,10689,975.1658539999999,1.0,2281.56,2281.56,0.0,98.596565,0.916667,0.916667,0.0,0.166667,2,29,20000.0,2068.187388,243.23599900000002,0.0,12,Target
665,10692,27.207109999999997,0.818182,685.08,220.0,465.08,0.0,0.583333,0.25,0.5,0.0,0,24,13000.0,798.047921,66.969941,0.25,12,Target
672,10699,654.7477150000001,1.0,1969.24,567.47,1401.77,0.0,0.916667,0.25,0.916667,0.0,0,30,12000.0,2011.7813780000001,219.067764,0.0,12,Target
686,10713,145.973232,0.818182,1131.08,0.0,1131.08,0.0,0.583333,0.0,0.5,0.0,0,25,18000.0,1317.549381,481.452747,0.25,12,Target
690,10717,318.186198,1.0,3548.64,2949.37,599.27,0.0,1.0,0.916667,1.0,0.0,0,51,20000.0,3908.9609119999996,199.621137,1.0,12,Target
691,10718,448.190189,1.0,1687.29,1687.29,0.0,0.0,0.5,0.5,0.0,0.0,0,8,11500.0,1464.000198,261.032083,0.166667,12,Target
729,10756,142.406825,1.0,1214.74,574.33,640.41,0.0,1.0,0.333333,1.0,0.0,0,48,11000.0,941.91753,180.400442,0.75,12,Target
733,10760,492.916599,1.0,4371.82,2765.16,1606.66,0.0,1.0,0.916667,1.0,0.0,0,97,20000.0,3603.2309659999996,207.88740900000002,0.583333,12,Target
770,10798,1955.179305,1.0,503.45,503.45,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,10500.0,685.660178,495.65427999999997,0.0,12,Target
811,10840,3405.005439,1.0,8.4,8.4,0.0,0.0,1.0,1.0,0.0,0.0,0,12,10500.0,1015.6982710000001,795.091125,0.0,12,Target
857,10888,2320.3094530000003,1.0,2896.05,2209.21,686.84,187.03067099999998,1.0,0.916667,0.916667,0.083333,1,90,13500.0,1341.195566,559.284909,0.0,12,Target
861,10892,268.493643,1.0,4917.48,3300.1,1617.38,0.0,1.0,0.25,1.0,0.0,0,31,13500.0,3552.167671,78.898037,0.375,12,Target
871,10902,2767.545277,1.0,3480.24,2767.28,712.96,0.0,1.0,1.0,0.666667,0.0,0,60,12500.0,4062.4477030000003,1082.201074,0.0,12,Target
873,10904,716.0177309999999,1.0,0.0,0.0,0.0,3943.8732189999996,0.0,0.0,0.0,0.166667,4,0,12000.0,232.136896,267.03594300000003,0.0,12,Target
893,10924,2903.779416,1.0,360.3,112.61,247.69,3501.657389,0.416667,0.083333,0.333333,0.5,10,7,11500.0,3014.036186,662.40729,0.0,12,Target
895,10926,150.52492,1.0,1850.31,1815.31,35.0,0.0,1.0,1.0,0.083333,0.0,0,41,14000.0,1856.8211190000002,192.52066399999998,0.636364,12,Target
897,10928,11.35774,0.555556,223.5,175.5,48.0,0.0,0.333333,0.22222199999999998,0.11111099999999999,0.0,0,4,17500.0,192.80601000000001,95.228179,0.0,9,Target
925,10958,55.741802,0.818182,963.35,300.0,663.35,0.0,0.75,0.083333,0.583333,0.0,0,11,14000.0,1062.3031050000002,142.613239,0.7,12,Target
956,10990,243.010712,0.363636,0.0,0.0,0.0,1222.166225,0.0,0.0,0.0,0.166667,3,0,12000.0,196.932031,58.778054000000004,0.0,12,Target
981,11015,1355.312146,0.818182,1682.06,1383.74,298.32,0.0,1.0,0.25,1.0,0.0,0,15,13000.0,6965.353704000001,487.62063499999994,0.0,12,Target
982,11016,357.62717999999995,1.0,3070.45,1864.11,1206.34,0.0,0.916667,0.916667,0.416667,0.0,0,20,18500.0,4023.1110729999996,169.76315400000001,1.0,12,Target
993,11027,2845.16043,0.727273,735.09,652.94,82.15,0.0,0.666667,0.25,0.333333,0.0,0,8,10500.0,6006.492582,888.901116,0.0,12,Target
1008,11043,97.649883,0.454545,1092.59,673.11,419.48,0.0,1.0,0.166667,1.0,0.0,0,26,18000.0,1399.323719,108.410954,0.090909,12,Target
1043,11078,68.690623,1.0,734.37,59.0,675.37,0.0,1.0,0.083333,1.0,0.0,0,30,10500.0,837.517806,178.75204,0.75,12,Target
1054,11089,230.161419,0.8888889999999999,750.05,160.05,590.0,0.0,0.666667,0.11111099999999999,0.555556,0.0,0,7,14000.0,1207.021598,116.53146699999999,0.0,9,Target
1117,11155,0.48805,0.9,121.0,0.0,121.0,0.0,0.2,0.0,0.2,0.0,0,2,13000.0,239.482389,18.219526000000002,0.1,10,Target
1118,11156,293.029263,0.818182,3094.97,185.0,2909.97,0.0,0.75,0.25,0.666667,0.0,0,12,14500.0,2543.5506969999997,124.46525700000001,0.666667,12,Target
1226,11270,341.467517,1.0,3446.96,2831.62,615.34,0.0,1.0,1.0,0.333333,0.0,0,46,10500.0,3273.239834,187.681228,1.0,12,Target
1228,11272,1.019189,0.090909,87.02,0.0,87.02,0.0,0.083333,0.0,0.083333,0.0,0,1,15500.0,0.0,312.343947,0.0,12,Target
1263,11307,317.657562,1.0,4398.35,4398.35,0.0,0.0,0.916667,0.916667,0.0,0.0,0,47,16500.0,4028.3806240000004,179.19571000000002,0.916667,12,Target
1266,11310,173.940108,0.5,958.5,958.5,0.0,404.991463,0.3,0.3,0.0,0.1,2,6,16000.0,3213.8484120000003,76.806928,1.0,10,Target
1285,11329,249.14060099999998,1.0,655.94,223.0,432.94,0.0,0.75,0.083333,0.75,0.0,0,17,10500.0,907.604425,200.87882199999999,0.0,12,Target
1286,11330,505.313231,1.0,4471.79,2875.13,1596.66,298.025242,1.0,1.0,0.916667,0.083333,1,74,14500.0,4393.043928,188.516174,0.833333,12,Target
1292,11337,123.089579,1.0,1150.78,1127.78,23.0,0.0,1.0,1.0,0.083333,0.0,0,81,14500.0,1035.0287,179.685335,0.9,12,Target
1301,11346,15.173238000000001,0.666667,316.91,316.91,0.0,0.0,0.666667,0.666667,0.0,0.0,0,6,11000.0,348.33437299999997,71.08943000000001,1.0,6,Target
1302,11347,541.240795,1.0,5999.95,4104.58,1895.37,0.0,1.0,1.0,1.0,0.0,0,97,16000.0,6850.328106,200.169985,1.0,12,Target
1308,11353,272.7004,1.0,3298.55,2520.55,778.0,0.0,0.833333,0.833333,0.166667,0.0,0,33,16000.0,3629.8365340000005,194.460262,0.75,12,Target
1309,11354,68.84589100000001,0.363636,853.44,603.84,249.6,0.0,0.25,0.166667,0.083333,0.0,0,4,11500.0,789.2026490000001,138.72196,0.0,12,Target
1312,11357,50.435246,0.636364,553.73,553.73,0.0,0.0,0.5,0.5,0.0,0.0,0,8,13000.0,371.23017000000004,118.53818100000001,0.545455,12,Target
1349,11395,2153.498372,1.0,5428.77,3064.59,2364.18,2399.569867,1.0,0.5,1.0,0.166667,3,45,12500.0,4059.3757,496.075078,0.083333,12,Target
1351,11397,148.82690300000002,0.727273,3386.58,3386.58,0.0,47.494639,0.583333,0.583333,0.0,0.083333,1,16,16500.0,4474.571671,138.674322,1.0,12,Target
1361,11407,85.053515,1.0,1244.7,1018.98,225.72,1073.640822,1.0,1.0,0.583333,0.083333,1,20,16000.0,2326.997535,174.061253,0.833333,12,Target
1369,11415,281.46952200000004,1.0,2500.03,2170.26,329.77,0.0,0.916667,0.916667,0.416667,0.0,0,25,12000.0,2463.043567,199.936768,0.909091,12,Target
1377,11423,23.956905,0.636364,186.05,186.05,0.0,0.0,0.416667,0.416667,0.0,0.0,0,7,16500.0,410.798862,209.045742,1.0,12,Target
1381,11427,841.398158,1.0,860.2,264.35,595.85,0.0,0.75,0.166667,0.666667,0.0,0,16,15500.0,1198.790549,194.362209,0.0,12,Target
1399,11445,468.69344900000004,1.0,4930.68,4012.0,918.68,0.0,1.0,0.416667,1.0,0.0,0,40,12000.0,4552.742211,217.937998,0.833333,12,Target
1408,11454,57.764354000000004,0.545455,454.2,0.0,454.2,0.0,0.5,0.0,0.416667,0.0,0,15,10500.0,712.993271,164.374194,0.25,12,Target
1439,11487,961.391452,1.0,3783.25,2991.45,791.8,0.0,1.0,0.916667,0.75,0.0,0,38,11000.0,1906.9976969999998,226.70321600000003,0.0,12,Target
1454,11502,916.63778,1.0,4627.8,2742.39,1885.41,0.0,1.0,1.0,1.0,0.0,0,89,16500.0,6083.511913,289.474616,0.083333,12,Target
1476,11526,2475.660894,0.909091,440.0,440.0,0.0,0.0,0.272727,0.272727,0.0,0.0,0,3,10500.0,511.059528,492.803429,0.0,11,Target
1523,11574,100.904785,1.0,1281.44,1202.44,79.0,0.0,1.0,1.0,0.166667,0.0,0,31,12000.0,1271.161266,184.798996,0.916667,12,Target
1534,11586,131.459201,1.0,705.84,0.0,705.84,0.0,0.916667,0.0,0.916667,0.0,0,11,13500.0,669.5889999999999,208.164096,0.454545,12,Target
1616,11670,502.65398200000004,1.0,4748.5,1845.75,2902.75,0.0,1.0,1.0,1.0,0.0,0,82,12000.0,4517.823754,205.244926,0.583333,12,Target
1619,11673,25.414572,1.0,262.92,262.92,0.0,0.0,0.916667,0.916667,0.0,0.0,0,11,13000.0,280.36713100000003,170.017741,0.636364,12,Target
1621,11675,41.762859000000006,0.090909,0.0,0.0,0.0,1125.868686,0.0,0.0,0.0,0.083333,3,0,12000.0,0.0,312.343947,0.0,12,Target
1632,11686,30.525356,0.454545,384.95,384.95,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,14500.0,498.165923,86.348345,0.272727,12,Target
1647,11701,3272.586986,1.0,1146.57,991.58,154.99,0.0,1.0,1.0,0.5,0.0,0,20,12000.0,1132.7053019999998,762.149727,0.0,12,Target
1650,11704,2004.914139,1.0,3628.29,1937.35,1690.94,0.0,1.0,0.916667,1.0,0.0,0,73,11500.0,1718.2209239999997,551.63308,0.0,12,Target
1653,11707,2388.030134,1.0,3832.98,2004.03,1828.95,1441.065248,1.0,1.0,1.0,0.083333,1,90,11000.0,5990.3923700000005,600.8975690000001,0.083333,12,Target
1728,11786,467.244925,1.0,4001.7,1769.36,2232.34,0.0,1.0,0.583333,1.0,0.0,0,109,16000.0,2259.241805,183.138427,0.181818,12,Target
1731,11789,97.38932700000001,1.0,60.0,60.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,12500.0,453.421982,204.88001,0.0,12,Target
1747,11806,306.90901,1.0,2768.93,1281.14,1487.79,0.0,1.0,0.25,0.916667,0.0,0,23,10500.0,2605.175646,174.261548,0.5,12,Target
1771,11831,1592.48626,1.0,1449.48,460.0,989.48,0.0,1.0,0.333333,1.0,0.0,0,19,10500.0,1695.90191,419.78452699999997,0.0,12,Target
1791,11851,291.991838,1.0,2971.56,1671.6,1299.96,0.0,0.916667,0.333333,0.833333,0.0,0,31,13500.0,2238.594868,171.648662,1.0,12,Target
1837,11898,644.112226,0.454545,638.61,0.01,638.6,0.0,0.583333,0.083333,0.583333,0.0,0,12,12000.0,2529.45977,227.89203700000002,0.0,12,Target
1857,11918,3478.0700409999995,1.0,2465.92,1676.11,789.81,90.363202,1.0,0.75,1.0,0.083333,1,41,12000.0,955.30285,962.880942,0.0,12,Target
1871,11933,177.556406,0.818182,2228.35,1600.99,627.36,0.0,0.75,0.666667,0.583333,0.0,0,29,12000.0,1842.3405239999997,110.44378,0.454545,12,Target
1885,11947,3310.5738079999996,1.0,717.14,649.14,68.0,0.0,0.5,0.333333,0.083333,0.0,0,7,12500.0,1372.959063,775.7961809999999,0.0,12,Target
1887,11949,131.342635,0.636364,1160.65,1160.65,0.0,0.0,0.5,0.5,0.0,0.0,0,8,13000.0,1113.4086539999998,93.234625,0.3,12,Target
1889,11951,26.599992999999998,0.545455,329.38,23.65,305.73,0.0,0.333333,0.083333,0.25,0.0,0,7,10500.0,1034.7342,222.733821,1.0,12,Target
1891,11953,26.216029,0.545455,615.16,0.0,615.16,0.0,0.833333,0.0,0.833333,0.0,0,44,14000.0,1560.0477039999998,81.334001,0.363636,12,Target
1942,12005,517.118528,0.5,280.24,280.24,0.0,1295.2460939999999,0.125,0.125,0.0,0.25,2,2,11000.0,6684.559773,77.662523,0.0,8,Target
2004,12067,1418.2154970000001,1.0,1003.95,408.83,595.12,0.0,0.583333,0.166667,0.5,0.0,0,15,11000.0,2218.323066,454.602396,0.0,12,Target
2017,12080,133.926073,0.272727,246.75,246.75,0.0,0.0,0.416667,0.416667,0.0,0.0,0,5,11000.0,7103.026842,151.26551,0.0,12,Target
2026,12089,3.307286,0.181818,60.0,60.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0,1,11000.0,1042.001588,312.343947,0.0,12,Target
2033,12096,101.176482,1.0,807.66,325.0,482.66,0.0,0.916667,0.166667,0.666667,0.0,0,11,16000.0,699.466354,167.403184,0.583333,12,Target
2055,12119,3433.295973,1.0,4342.07,4247.87,94.2,0.0,0.833333,0.666667,0.166667,0.0,0,20,11000.0,3903.861413,806.9871,0.0,12,Target
2094,12160,120.220573,1.0,1348.08,230.43,1117.65,0.0,1.0,0.583333,1.0,0.0,0,50,12000.0,1196.209266,183.557875,0.75,12,Target
2102,12168,41.936627,0.545455,717.92,122.86,595.06,0.0,0.5,0.166667,0.416667,0.0,0,10,13000.0,628.811269,92.899006,0.4,12,Target
2107,12173,84.067421,1.0,852.26,265.92,586.34,0.0,1.0,1.0,0.25,0.0,0,20,18500.0,643.541055,181.197901,0.916667,12,Target
2154,12221,62.788771,1.0,802.1,802.1,0.0,0.0,0.916667,0.916667,0.0,0.0,0,21,13000.0,710.240283,171.20871,0.818182,12,Target
2162,12229,121.02425600000001,1.0,1850.23,0.0,1850.23,0.0,1.0,0.0,0.916667,0.0,0,18,14000.0,1826.8823289999998,176.63233400000001,0.833333,12,Target
2164,12231,1094.300448,1.0,1967.86,558.69,1409.17,0.0,1.0,0.5,1.0,0.0,0,140,11500.0,1413.122627,387.05404500000003,0.0,12,Target
2165,12232,1467.162166,1.0,1313.26,0.0,1313.26,0.0,1.0,0.0,1.0,0.0,0,28,11500.0,1129.248446,429.76038700000004,0.0,12,Target
2170,12237,7.066111,0.181818,133.16,0.0,133.16,0.0,0.166667,0.0,0.083333,0.0,0,2,16000.0,0.0,312.343947,0.0,12,Target
2175,12242,97.000375,1.0,552.09,95.0,457.09,0.0,1.0,0.083333,0.833333,0.0,0,13,12000.0,601.430928,188.896158,0.083333,12,Target
2185,12253,3086.75297,1.0,1015.91,293.41,722.5,0.0,0.916667,0.333333,0.833333,0.0,0,23,10500.0,938.1312710000001,807.263772,0.0,12,Target
2203,12272,1781.7397230000001,1.0,2289.92,1584.4,705.52,0.0,0.75,0.583333,0.416667,0.0,0,37,10500.0,2065.553347,446.67084000000006,0.0,12,Target
2213,12282,689.6976440000001,1.0,22.68,0.0,22.68,0.0,0.083333,0.0,0.083333,0.0,0,1,11500.0,906.092735,224.709183,0.0,12,Target
2231,12301,0.672519,0.090909,388.54,0.0,388.54,0.0,0.416667,0.0,0.416667,0.0,0,5,12000.0,377.97409700000003,24.499337,0.0,12,Target
2238,12308,105.64296599999999,0.818182,916.46,527.78,388.68,0.0,0.583333,0.416667,0.333333,0.0,0,12,10500.0,2243.559789,164.15188999999998,0.44444399999999995,12,Target
2251,12321,21.311946,0.727273,3618.19,2804.79,813.4,0.0,1.0,1.0,0.5,0.0,0,40,15000.0,3570.597218,53.628069999999994,1.0,12,Target
2257,12327,1563.48528,1.0,1910.13,1852.06,58.07,0.0,1.0,0.916667,0.166667,0.0,0,35,13000.0,5142.624134000001,425.204466,0.11111099999999999,12,Target
2326,12399,1.059425,0.363636,23.91,23.91,0.0,0.0,0.333333,0.333333,0.0,0.0,0,4,15500.0,31.845894,22.081988,0.11111099999999999,12,Target
2334,12407,400.69973,1.0,3108.01,0.0,3108.01,0.0,1.0,0.0,1.0,0.0,0,16,10500.0,3166.91554,175.704497,0.545455,12,Target
2368,12441,55.68148299999999,1.0,462.99,0.0,462.99,0.0,0.833333,0.0,0.833333,0.0,0,12,13500.0,519.3071610000001,157.208204,1.0,12,Target
2371,12444,6.121105,0.571429,233.9,233.9,0.0,0.0,0.428571,0.428571,0.0,0.0,0,5,10500.0,33.010201,53.9438,0.0,7,Target
2415,12488,35.360896999999994,1.0,587.34,0.0,587.34,0.0,1.0,0.0,1.0,0.0,0,14,11500.0,549.0368940000001,139.958805,0.8888889999999999,12,Target
2433,12507,3490.1867409999995,1.0,816.0,638.91,177.09,0.0,0.583333,0.25,0.5,0.0,0,15,11500.0,947.039165,1076.480794,0.0,12,Target
2459,12533,48.242289,0.727273,470.69,57.0,413.69,0.0,0.416667,0.083333,0.333333,0.0,0,5,18000.0,746.951133,156.812691,0.416667,12,Target
2468,12542,407.17771400000004,0.909091,4236.36,2325.16,1911.2,0.0,0.833333,0.5,0.75,0.0,0,29,18500.0,3746.6748030000003,167.823077,1.0,12,Target
2480,12554,166.258538,0.909091,1377.31,827.35,549.96,133.878836,1.0,0.083333,1.0,0.083333,1,14,16000.0,1770.0524260000002,190.754221,0.090909,12,Target
2498,12572,220.93862599999997,1.0,2310.61,1375.61,935.0,0.0,1.0,1.0,0.5,0.0,0,33,18000.0,2588.893066,190.034881,1.0,12,Target
2550,12624,512.946312,1.0,4391.87,3943.37,448.5,422.496562,1.0,1.0,0.666667,0.166667,2,46,16500.0,4962.461845000001,175.71313500000002,0.916667,12,Target
2554,12628,153.94931100000002,0.363636,0.0,0.0,0.0,3988.242395,0.0,0.0,0.0,0.25,7,0,11500.0,2699.969008,17.401529,0.0,12,Target
2560,12634,195.575108,1.0,2984.34,2754.92,229.42,0.0,1.0,1.0,0.416667,0.0,0,28,14500.0,1885.940209,196.257674,1.0,12,Target
2567,12641,297.004363,1.0,2729.0,1409.0,1320.0,0.0,1.0,0.083333,1.0,0.0,0,14,16500.0,1275.398838,177.970856,0.25,12,Target
2592,12668,339.406259,1.0,14.28,0.0,14.28,0.0,0.416667,0.0,0.416667,0.0,0,5,10500.0,1263.292815,1486.059666,0.083333,12,Target
2615,12691,3633.533005,1.0,383.2,383.2,0.0,49.167984000000004,0.083333,0.083333,0.0,0.083333,1,2,11000.0,1061.683135,953.456332,0.0,12,Target
2629,12705,549.915249,1.0,1556.66,912.7,643.96,0.0,1.0,1.0,1.0,0.0,0,41,11000.0,2285.324243,178.691151,0.0,12,Target
2650,12727,99.680638,0.818182,0.0,0.0,0.0,437.39921100000004,0.0,0.0,0.0,0.333333,5,0,10500.0,661.87877,122.779423,0.333333,12,Target
2675,12752,41.217844,0.363636,221.48,221.48,0.0,0.0,0.25,0.25,0.0,0.0,0,4,13500.0,1242.51149,167.536373,0.666667,12,Target
